,은행명,지로코드,점포명,지점/출장소,점포형태(대), 점포형태(소),모점명,영업본부,특,구/시/군,구/읍/면/동,말단행정구역,건물번호 등,도로명,개점일,전화번호
175,농협은행,0104171,가양중앙지점,지점,,,,서울강서사업부,서울특별시,강서구,가양2동,,1479-10,양천로57길 9-7,2008-03-24 00:00:00,02-2658-3291
176,농협은행,0103392,가산IT지점,지점,,,,서울강서사업부,서울특별시,금천구,가산동 ,,429-1　,가산디지털2로 108,2007-03-14 00:00:00,02-2626-9701
177,농협은행,0110165,가락시장지점,지점,,,,서울강남사업부,서울특별시,송파구,가락동,,600,양재대로 932,1984-10-30 00:00:00,02-408-6613
178,농협은행,0110424,가락시장 중앙<출>,출장소,,,가락시장지점,서울강남사업부,서울특별시,송파구,가락동,,600,양재대로 932,1988-07-15 00:00:00,02-408-9903
179,농협은행,0116101,가락동지점,지점,,,,서울강남사업부,서울특별시,송파구,가락동,,71,중대로9길 60,1998-01-22 00:00:00,02-3401-9542
180,농협은행,0100311,NH금융PLUS 파크원센터,지점,,,,서울강서사업부,서울특별시,영등포구,여의도동,,22,여의대로 108,2014-09-02 00:00:00,02-3775-0651
181,농협은행,0104922,NH금융PLUS 반포역센터,지점,,,,서울강서사업부,서울특별시,서초구,반포동,,20-45,잠원로 24,2008-12-08 00:00:00,02-3477-9310
182,농협은행,0104595,NH금융PLUS 광화문역센터,지점,,,,서울중앙사업부,서울특별시,종로구,신문로1가,,150,세종대로 149,2008-06-25 00:00:00,02-3210-2532
183,농협은행,0100874,aT센터지점,지점,,,,서울강서사업부,서울특별시,서초구,양재동,,232,강남대로 27,2002-10-04 00:00:00,02-6300-8442
184,신한은행,2639,영업부,지점,일반,리테일, ,중부,서울,중구,소공동,,120,세종대로9길 20,1982-07-07,02-2151-5050
185,신한은행,213017,광교영업부,지점,일반,리테일, ,중부,서울,중구,명동,,66-1,청계천로 54,1897-02-29,02-2010-2100
186,신한은행,213020,남대문,지점,일반,리테일, ,중부,서울,중구,회현동,,51-1,소월로 3,1915-11-01,02-774-9866
187,신한은행,213046,광화문,지점,일반,리테일, ,서부,서울,중구,소공동,,1-17,세종대로 135-5,1916-08-15,02-735-7241
188,신한은행,213033,종로중앙금융센터,지점,일반,금융센터, ,중부,서울,종로구,종로1.2.3.4가동,,56,돈화문로 26,1916-09-01,02-2267-6151
189,신한은행,213088,서대문역,지점,일반,리테일, ,서부,서울,서대문구,충현동,,130-1,충정로 77,1919-06-09,02-313-4912
190,신한은행,213172,영등포,지점,일반,리테일, ,강서,서울,영등포구,영등포동,,57,영중로 27,1934-02-01,02-2678-0081
191,신한은행,219529,용산전자,지점,일반,리테일, ,서부,서울,용산구,한강로동,,3-23,청파로 112,1939-09-18,02-718-8051
192,신한은행,213169,마포,지점,일반,리테일, ,서부,서울,마포구,공덕동,,253-42,마포대로 136,1943-08-10,02-3274-2100
193,신한은행,213127,서울롯데,지점,일반,리테일, ,중부,서울,중구,소공동,,1,을지로 30,1988-07-04,02-777-7575
194,신한은행,213059,소공동(출),출장소,일반,출장소,소공중앙,중부,서울,중구,소공동,,50,소공로 94,1959-11-16,02-757-7411
195,신한은행,213101,을지로5가,지점,일반,리테일, ,중부,서울,중구,을지로동,,20-1,을지로 213,1961-01-10,02-2265-1651
196,신한은행,213240,공항동,지점,일반,리테일, ,강서,서울,강서구,공항동,,45-17,공항대로 17,1962-05-15,02-2662-0051
197,신한은행,213198,보문동,지점,일반,리테일, ,북부,서울,성북구,보문동,,79,보문로 121,1965-11-01,02-923-2161
198,신한은행,213208,이태원,지점,일반,리테일, ,서부,서울,용산구,이태원제1동,,108-9,이태원로 179,1966-08-08,02-793-7011
199,신한은행,213266,강동역,지점,일반,리테일, ,강동,서울,강동구,천호제3동,,447,천호대로 1099,1968-06-01,02-488-8021
200,신한은행,213237,충무로,지점,일반,리테일, ,중부,서울,중구,필동,,60-1,퇴계로 173,1968-08-01,02-2273-8770
201,신한은행,213253,연지동,지점,일반,리테일, ,중부,서울,종로구,종로5.6가동,,136-56,김상옥로 30,1968-12-10,02-708-4221
202,신한은행,213282,갈현동,지점,일반,리테일, ,서부,서울,은평구,갈현제1동,,393-1,통일로 897,1969-04-21,02-352-4440
203,신한은행,213321,보라매역금융센터,지점,일반,금융센터, ,남부,서울,동작구,대방동,,399-3,상도로 1,1969-06-16,02-812-1559
204,신한은행,213334,이대역,지점,일반,리테일, ,서부,서울,서대문구,신촌동,,45-8,신촌로 183,1969-08-11,02-716-0026
205,신한은행,213279,종각역,지점,일반,리테일, ,중부,서울,종로구,종로1.2.3.4가동,,70,종로 33,1969-12-08,02-755-8201
206,신한은행,213347,미아동,지점,일반,리테일, ,북부,서울,강북구,송천동,,317-5,도봉로 151,1971-11-10,02-983-1631
207,신한은행,213350,남가좌동,지점,일반,리테일, ,서부,서울,서대문구,북가좌제1동,,487,수색로 56,1973-10-01,02-373-2785
208,신한은행,213363,프리미어성북동(출),출장소,일반,출장소,대학로,북부,서울,성북구,성북동,,130-2,성북로 71,1974-04-08,02-762-0025
209,신한은행,213402,상봉역,지점,일반,리테일, ,동부,서울,중랑구,상봉제2동,,107-9,면목로 460,1974-07-01,02-496-5037
210,신한은행,213392,개봉동,지점,일반,리테일, ,남부,서울,구로구,개봉제1동,,157-13,경인로 323,1974-07-08,02-2613-2710
211,신한은행,213376,논현역,지점,일반,리테일, ,서초,서울,서초구,반포1동,,736-2,강남대로85길 5,1974-07-31,02-547-2041
212,신한은행,213415,동부이촌동,지점,일반,리테일, ,서부,서울,용산구,이촌제1동,,301-61,이촌로 293,1974-09-26,02-796-2942
213,신한은행,213428,관악,지점,일반,리테일, ,남부,서울,관악구,청룡동,,894-1,남부순환로 1778,1975-07-03,02-874-1021
214,신한은행,213431,잠실남,지점,일반,리테일, ,강동,서울,송파구,잠실3동,,44-1,석촌호수로 133,1976-03-08,02-416-8011
215,신한은행,213473,대림중앙,지점,일반,리테일, ,남부,서울,영등포구,대림제2동,,993-74,시흥대로 617,1977-09-20,02-832-5041
216,신한은행,213486,남부터미널,지점,일반,리테일, ,서초,서울,서초구,서초3동,,1602-4,효령로 285,1978-01-10,02-582-4161
217,신한은행,213499,화양동,지점,일반,리테일, ,동부,서울,성동구,성수2가제3동,,280-17,아차산로13길 54,1978-07-10,02-464-1721
218,신한은행,213509,방배동,지점,일반,리테일, ,서초,서울,서초구,방배본동,,796-27,방배로 226,1978-10-10,02-534-2115
219,신한은행,213512,우장산역,지점,일반,리테일, ,강서,서울,강서구,우장산동,,1159-1,강서로 254,1978-10-16,02-2698-8301
220,신한은행,213525,관악신사동,지점,일반,리테일, ,남부,서울,관악구,신사동,,527-13,남부순환로 1485,1978-10-24,02-869-2141
221,신한은행,213538,군자역,지점,일반,리테일, ,동부,서울,광진구,중곡제2동,,157-8,천호대로 553,1978-10-25,02-444-4401
222,신한은행,213541,시흥동,지점,일반,리테일, ,남부,서울,금천구,시흥제1동,,883-5,시흥대로 230,1978-10-26,02-803-8701
223,신한은행,213567,도곡중앙,지점,일반,리테일, ,강남,서울,강남구,역삼2동,,755,역삼로 310,1978-12-15,02-553-0935
224,신한은행,213570,신설동,지점,일반,리테일, ,중부,서울,종로구,숭인제2동,,1385,난계로 255,1978-12-18,02-2236-5631
225,신한은행,213583,압구정갤러리아,지점,일반,리테일, ,강남,서울,강남구,압구정동,,664,압구정로 344,1979-05-11,02-544-9953
226,신한은행,213596,충정로,지점,일반,리테일, ,서부,서울,서대문구,충현동,,368,충정로 8,1980-03-12,02-313-6354
227,신한은행,213606,대치동,지점,일반,리테일, ,강남,서울,강남구,대치2동,,989,삼성로 238,1980-04-07,02-555-5102
228,신한은행,213619,여의도중앙,지점,일반,리테일, ,강서,서울,영등포구,여의동,,25-12,여의나루로 57,1980-09-10,02-761-9000
229,신한은행,213635,반포중앙,지점,일반,리테일, ,서초,서울,서초구,반포3동,,72-3,잠원로3길 40,1980-11-21,02-535-2160
230,신한은행,213622,당산중앙,지점,일반,리테일, ,강서,서울,영등포구,영등포동,,57,영중로 132,1980-12-01,02-2679-6121
231,신한은행,213648,중앙유통단지,지점,일반,리테일, ,남부,서울,구로구,구로제2동,,1258,경인로53길 15,1981-03-27,02-2625-8650
232,신한은행,213651,길동,지점,일반,리테일, ,강동,서울,강동구,길동,,411-2,양재대로 1464,1981-07-06,02-482-1531
233,신한은행,213680,행당동,지점,일반,리테일, ,동부,서울,성동구,행당제2동,,319-9,고산자로 203,1981-12-01,02-2293-9995
234,신한은행,213703,방학동,지점,일반,리테일, ,북부,서울,도봉구,방학제1동,,691-7,방학로 136,1981-12-11,02-3492-0131
235,신한은행,263025,서소문,지점,일반,리테일, ,디지털그룹,서울,중구,소공동,,75-95,서소문로 106,1982-07-12,02-753-0202
236,신한은행,263012,명동,지점,일반,리테일, ,중부,서울,중구,명동,,53-1,명동길 43,1965-11-15,02-754-7474
237,신한은행,263038,반포,지점,일반,리테일, ,서초,서울,서초구,반포본동,,813,신반포로3길 18,1982-11-29,02-533-3161
238,신한은행,263054,여의도,지점,일반,리테일, ,강서,서울,영등포구,여의동,,45-11,국제금융로8길 25,1982-12-10,02-780-0505
239,신한은행,213745,답십리,지점,일반,리테일, ,동부,서울,동대문구,답십리제2동,,488-17,전농로 22,1982-12-17,02-2213-9985
240,신한은행,213758,장위동,지점,일반,리테일, ,북부,서울,성북구,월곡제2동,,7-113,화랑로25길 29,1982-12-21,02-915-3501
241,신한은행,213761,효자동,지점,일반,리테일, ,서부,서울,종로구,청운효자동,,1-2,자하문로 61,1982-12-28,02-739-9988
242,신한은행,213774,용산,지점,일반,리테일, ,서부,서울,용산구,한강로동,,422,한강대로 95,1983-02-01,02-798-8571
243,신한은행,263067,성수동,지점,일반,리테일, ,동부,서울,성동구,성수2가제3동,,289-20,아차산로7길 21,1983-06-28,02-463-5300
244,신한은행,263070,잠실금융센터,지점,일반,금융센터, ,강동,서울,송파구,잠실6동,,11-7,올림픽로 319,1983-06-29,02-415-5501
245,신한은행,263083,논현동,지점,일반,리테일, ,서초,서울,강남구,역삼1동,,808-5,강남대로 468,1983-07-15,02-554-2300
246,신한은행,213790,대흥역,지점,일반,리테일, ,서부,서울,마포구,대흥동,,276-1,백범로 88,1983-08-12,02-714-3054
247,신한은행,213800,망우동,지점,일반,리테일, ,동부,서울,중랑구,망우본동,,490-1,망우로 404,1983-08-24,02-496-6057
248,신한은행,213813,장안동,지점,일반,리테일, ,동부,서울,동대문구,장안제1동,,371-1,장한로 119,1983-08-29,02-2243-5581
249,신한은행,214430,성동,지점,일반,리테일, ,동부,서울,성동구,왕십리도선동,,286,왕십리로 342,1983-08-30,02-2281-8292
250,신한은행,263106,한남동금융센터,지점,일반,금융센터, ,서부,서울,용산구,한남동,,76-42,한남대로 59,1983-09-02,02-798-8311
251,신한은행,213839,개포남(출),출장소,일반,출장소,도곡역,강남,서울,강남구,개포1동,,652,개포로 307,1983-09-07,02-571-1366
252,신한은행,263119,방배중앙,지점,일반,리테일, ,서초,서울,서초구,방배1동,,898-5,방배로 148,1983-09-27,02-581-2241
253,신한은행,213842,롯데월드,지점,일반,리테일, ,강동,서울,송파구,잠실3동,,40-1,올림픽로 240,1983-09-28,02-414-8630
254,신한은행,263122,을지로,지점,일반,리테일, ,중부,서울,중구,을지로동,,5-6,을지로 109,1983-10-21,02-2273-9111
255,신한은행,263135,장한평역금융센터,지점,일반,금융센터, ,동부,서울,동대문구,장안제1동,,464-7,천호대로 425,1983-10-28,02-2213-9106
256,신한은행,263148,고덕동,지점,일반,리테일, ,강동,서울,강동구,고덕제2동,,693,고덕로 353,1983-12-27,02-427-5700
257,신한은행,263164,연신내,지점,일반,리테일, ,서부,서울,은평구,대조동,,185-1,통일로 845,1984-03-27,02-354-5500
258,신한은행,213868,사가정역,지점,일반,리테일, ,동부,서울,중랑구,면목제3.8동,,458-76,면목로 342,1984-04-23,02-492-3690
259,신한은행,213871,대치역,지점,일반,리테일, ,강남,서울,강남구,대치2동,,511,삼성로 150,1984-04-24,02-558-4921
260,신한은행,214443,길음동,지점,일반,리테일, ,북부,서울,성북구,길음제1동,,535-22,동소문로 229,1984-05-01,02-918-8601
261,신한은행,213897,선릉,지점,일반,리테일, ,강남,서울,강남구,역삼1동,,705-9,테헤란로 329,1984-05-03,02-558-2011
262,신한은행,263177,구로동,지점,일반,리테일, ,남부,서울,구로구,구로제5동,,100-8,구로중앙로 68,1984-05-18,02-864-5300
263,신한은행,263180,만리동,지점,일반,리테일, ,서부,서울,마포구,공덕동,,395-4,만리재로 133,1984-06-19,02-312-5500
264,신한은행,219079,KBS,지점,일반,리테일, ,강서,서울,영등포구,여의동,,18,여의공원로 13,1984-08-03,02-780-1146
265,신한은행,263193,경희궁,지점,일반,리테일, ,서부,서울,종로구,사직동,,73,새문안로3길 23,1984-10-05,02-739-3900
266,신한은행,263203,소공중앙,지점,일반,리테일, ,중부,서울,중구,소공동,,35,세종대로18길 16,1984-10-26,02-757-5500
267,신한은행,263216,제기동역,지점,일반,리테일, ,동부,서울,동대문구,제기동,,1046-4,왕산로 137,1984-11-16,02-967-8891
268,신한은행,263229,도곡역,지점,일반,리테일, ,강남,서울,강남구,대치1동,,500,남부순환로 2912,1984-12-07,02-553-5500
269,신한은행,263232,오금동,지점,일반,리테일, ,강동,서울,송파구,오금동,,43,오금로35길 17,1985-05-24,02-407-1411
270,신한은행,263245,종로,지점,일반,리테일, ,중부,서울,종로구,종로1.2.3.4가동,,68-5,우정국로 48,1985-07-08,02-739-5500
271,신한은행,263258,학동,지점,일반,리테일, ,강남,서울,강남구,압구정동,,588-19,도산대로 221,1985-09-06,02-545-0506
272,신한은행,263261,신사동,지점,일반,리테일, ,서초,서울,강남구,논현1동,,1,강남대로 606,1985-09-13,02-546-4300
273,신한은행,263274,프리미어명동역(출),출장소,일반,출장소,명동,중부,서울,중구,명동,,65-4,명동10길 52,1986-02-18,02-6261-3023
274,신한은행,263287,서교동,지점,일반,리테일, ,서부,서울,마포구,서교동,,449-14,월드컵북로 35,1986-03-07,02-337-8343
275,신한은행,263290,역삼동,지점,일반,리테일, ,서초,서울,강남구,역삼1동,,837-12,강남대로 314,1986-03-14,02-553-5560
276,신한은행,263300,영동,지점,일반,리테일, ,강남,서울,강남구,논현2동,,84,언주로 709,1986-08-19,02-547-5500
277,신한은행,263313,독산동금융센터,지점,일반,금융센터, ,남부,서울,금천구,독산제3동,,983-16,시흥대로 446,1986-09-26,02-868-5500
278,신한은행,263546,테헤란로,지점,일반,리테일, ,강남,서울,강남구,삼성2동,,143-42,테헤란로 429,1986-10-14,02-554-6800
279,신한은행,213923,서교중앙,지점,일반,리테일, ,서부,서울,마포구,서교동,,374-5,양화로 111,1986-12-08,02-333-4126
280,신한은행,263326,신촌,지점,일반,리테일, ,서부,서울,서대문구,신촌동,,18-50,신촌로 99,1986-12-16,02-393-3929
281,신한은행,213936,도산대로,지점,일반,리테일, ,강남,서울,강남구,논현2동,,92,도산대로 318,1987-01-23,02-540-0361
282,신한은행,213949,상도역,지점,일반,리테일, ,남부,서울,동작구,상도제2동,,22-56,상도로 241,1987-04-10,02-816-0071
283,신한은행,263339,신당역,지점,일반,리테일, ,중부,서울,중구,황학동,,730,퇴계로 429,1987-06-04,02-2236-5500
